hash_key,model,dist,scorer,dataset
008f7b30913f850ed26c553ce7e66ef3fb282f8fec3f2d78fbde49de57bb30b3,ensemble_weighted,0.06572769953051638,levenshtein,google-trends-2017
0139a0edecbc4430f6df97e4798795778b86ccf9d905051926ee889f354ed022,ensemble_weighted,0.9444444444444444,levenshtein,google-trends-2017
026edda658b6c82f1a40db2b5ac344e4462aea919800c8cb3c9c137e05152d31,ensemble_weighted,0.9752339020363237,levenshtein,google-trends-2017
03aa61322c2cdd47f37eae84cc9a5259968e59abf3d3b24283bac461417f565a,ensemble_weighted,0.5912851627137341,levenshtein,google-trends-2017
0528de548f8c0bc2e2a994fe1f040ed6b7a5a6184487d4bc6103383ac73fd467,ensemble_weighted,0.8994439295644114,levenshtein,google-trends-2017
09824285ffbca46fb13ee41bb06eae2cd03ffdcf6187d10938fb19eac3be670f,ensemble_weighted,0.9665480427046264,levenshtein,google-trends-2017
0a7c02544b4142af156bdc163062618b711820bbf90d25f273b962004001dc3c,ensemble_weighted,0.9980013324450366,levenshtein,google-trends-2017
0b63e4cc06a84d7e5ab68a6f6990c75fffcc7131eff50be5871c3fc72de20c52,ensemble_weighted,0.923739237392374,levenshtein,google-trends-2017
0c7c8279cb7fa0ddaf708878b20d948c1916a63b16c90c1016ddf361b00b1a9d,ensemble_weighted,0.9505494505494505,levenshtein,google-trends-2017
0d540d6a79e4186c84a4d4c356cd7ecff107d7009058567a06f94d12e03ecf45,ensemble_weighted,0.5232678386763185,levenshtein,google-trends-2017
0d7d1526df0545a72715de6013862c28587cffe8fee734212e42212d215d1648,ensemble_weighted,0.9314420803782506,levenshtein,google-trends-2017
0e0c506685135ba3064632b0b7ba4f82e0d51257860ee90f6d25443a264eb442,ensemble_weighted,0.1679370543398082,levenshtein,google-trends-2017
0e6c1df49bb30cab7fcd708ff9b64afa7a4b8cfa2f2bdae58fe100d4384ec4c3,ensemble_weighted,0.9912754466140423,levenshtein,google-trends-2017
1060054fccea769a57217456b1acb6d26ff10b44d83bb6c6298f44547eee9728,ensemble_weighted,0.8490059108006448,levenshtein,google-trends-2017
10f03861e8a142232135f48b77b949304e8120956d6488a22d33903566f6f02b,ensemble_weighted,0.04576043068640645,levenshtein,google-trends-2017
11cdf18f0045c109131126b296fd76b660f3d8e1b0acbaab92d489876037fa01,ensemble_weighted,0.0,levenshtein,google-trends-2017
1284c9249914f65ed23bdcba3e00a82c3c352370ddbd226138dc66c24c101c88,ensemble_weighted,0.9222423146473779,levenshtein,google-trends-2017
138470ebab1dc068931e798111d2dc62a0735947960e28f7ffc1c443aa2ac8c4,ensemble_weighted,0.881406659184437,levenshtein,google-trends-2017
14e879569af45c7751eea3067457298c57f6a9027999a45c6a44eae3a3136366,ensemble_weighted,0.9257641921397379,levenshtein,google-trends-2017
1669027ba7a3d66b0703bfd6af26edf60a9fd70c7c1aaa79874971616cdc90c7,ensemble_weighted,0.9885057471264368,levenshtein,google-trends-2017
175622759475e1a9005a2ce8d1734aca9f69d4d52d793a980ce7c974c3080ef3,ensemble_weighted,0.9835718071012188,levenshtein,google-trends-2017
18bb4e273bb14b560169e77efd41e5228a02c39f32bd7efceea575a2b3425d48,ensemble_weighted,0.7144563918757467,levenshtein,google-trends-2017
1946c5c6c7a578c02aa79c1bb2ff6d93ed1a42425fe501fd1075c74ac6b59dd6,ensemble_weighted,0.9258500614502253,levenshtein,google-trends-2017
1b0ec93e35d935ae12d0eeec7fb3fa5a9ceb408f15b1bb70ac26f2fd01c47a6a,ensemble_weighted,0.9800978792822186,levenshtein,google-trends-2017
1cfd827e7c19adece3618cc2e3f8117bb6400210d27aec5945e9884de1948cfc,ensemble_weighted,0.9431467606875276,levenshtein,google-trends-2017
1d0c8c96d0446d462315ba2a763a0f070431c0a97e4812b3e75f4e8ad4d8c838,ensemble_weighted,0.7973856209150327,levenshtein,google-trends-2017
1df71a66e1f5003016db9ca51618a8569ab882fda1b3ac9cb15ebd6660fcad43,ensemble_weighted,0.9642857142857143,levenshtein,google-trends-2017
1ed0700c944ebc35424a215c0e1d3f2aa9861432a6153903475f03e92aa63d5d,ensemble_weighted,0.9162790697674419,levenshtein,google-trends-2017
217c546f4a8eae6f8e2dbc7ed5bbbecafca8807c5cdd42dee6d8090df6709a1b,ensemble_weighted,0.9386861313868613,levenshtein,google-trends-2017
2241b7fcd4e75c479341d391c738ab821d12cac5a456221c56ab3a4ed954fd2e,ensemble_weighted,0.726027397260274,levenshtein,google-trends-2017
242106eabc5bf8f2c81ae59cd42cf01cdcd96eef306e126ea52abe5535334a29,ensemble_weighted,0.45707656612529,levenshtein,google-trends-2017
24629bf335830c1e7a43bc64d0a903f54bd5985548bcb4bcbe52b7ed609bd59f,ensemble_weighted,0.0,levenshtein,google-trends-2017
25a5540ff6d433ea304db91bf1eaff8b3cc14855810297bf98cbf3d7569e835a,ensemble_weighted,0.40094339622641506,levenshtein,google-trends-2017
2709bc0880862b7b3fdcb436e076c48b4dd13d9e874a5c236cfe92dfeec80058,ensemble_weighted,0.9650924024640657,levenshtein,google-trends-2017
2775d16331cadc900c39fb7b0f44c2595aa012acdcadf4d4a30fc9dfbd4ab836,ensemble_weighted,0.9561586638830898,levenshtein,google-trends-2017
27df056ef7c57836b6b4cfac3d9fd2ded0a81db44e2862cfd3cf854ad387f111,ensemble_weighted,0.9127857747671465,levenshtein,google-trends-2017
28f80a6c10e0f74ca77dd1b63b0d34e62e08c84208089049f6c6c2a8c34bea3b,ensemble_weighted,0.9736967957914874,levenshtein,google-trends-2017
29ce6d5e607ccf7a190139bc10c4ecd084094b679a8ccbafc706fec0aa490c2f,ensemble_weighted,0.8263821532492726,levenshtein,google-trends-2017
2ba0e6ed88c870c9418cbc63b8c845f02732283a63266908ec9f9aeea4e2e0af,ensemble_weighted,0.8415430267062315,levenshtein,google-trends-2017
2d2f204c21f7f29374937228767d17c3a932583e046fcc1e960f11256c92034d,ensemble_weighted,0.0,levenshtein,google-trends-2017
2f848996f845dd36e13e1199ce94da1e4e3c899c2455db597c8a34bed8060518,ensemble_weighted,0.9239631336405529,levenshtein,google-trends-2017
2fe0a50f91f40f6d2821bf857d9f6ea0ba530797de0ec52d873de0f24dca41f2,ensemble_weighted,0.9884488448844885,levenshtein,google-trends-2017
2feb1af6613c676c4143b927b2a4f803cbccd987b3a4577b56b146bd46bcffc6,ensemble_weighted,0.9548793284365162,levenshtein,google-trends-2017
30316f6fc3f9295df89ee5c02c428e514ae18bb7062c1b1bcab292ae862846f3,ensemble_weighted,0.9474218948437897,levenshtein,google-trends-2017
31441c740f59b8639b2866c5f50456de084c26208844884a0fcf8e12ce6572a8,ensemble_weighted,0.9327217125382263,levenshtein,google-trends-2017
3183481104cbc6d5a5a4ccf5245184b0ea8476084322fb8d70719c829bf0885f,ensemble_weighted,0.924,levenshtein,google-trends-2017
340a7a59f3aae2f30ec2adfc2d394bc6b5d8cc079e9fe0a82f3cc4c42d68ac87,ensemble_weighted,0.9260700389105059,levenshtein,google-trends-2017
3bc9bbde3d112c5171e166dde66214d7faa0d00e75cb0c36538ec62432426fca,ensemble_weighted,0.9222520107238605,levenshtein,google-trends-2017
3e8a26b4685b71832ba4a24530b9778ea7820396387577c0c5fdf25cea24f813,ensemble_weighted,0.9122257053291536,levenshtein,google-trends-2017
430f135ce00ccd2d9e28e964995d517de1cb9f8bd232a7dd02451d4f51c71065,ensemble_weighted,0.8692232055063913,levenshtein,google-trends-2017
446687d0b42f6ed761fc735084582ee7b8221d7b760ba40f8b28e6d506b235f7,ensemble_weighted,0.0,levenshtein,google-trends-2017
45e690cd4507f8d9cec9c76e58aeb453de6b2b98d4021539f382ab3d34a4612a,ensemble_weighted,0.5512928849078925,levenshtein,google-trends-2017
463788fa7ae565115b9c092851370cffb33f12a2d34946d688b388793ab0cdaa,ensemble_weighted,0.2704626334519573,levenshtein,google-trends-2017
467fa73528e1a95b07c1419bf30b678c42eab6d290be0b41424cdcce3dc227c6,ensemble_weighted,0.962962962962963,levenshtein,google-trends-2017
46a97efd974f97c2f7ac70eda06592d8aff7bfadd9eeda439aaf4a6678a2515d,ensemble_weighted,0.9516908212560387,levenshtein,google-trends-2017
4a0c47eede7ed34e3c5bf1d27d5763e0d5fabba2c2ce99e7fad6409df0ff7de4,ensemble_weighted,0.9568411386593205,levenshtein,google-trends-2017
4a7d789286f9b2e94f938a962aec632b15bf967639d8208ec035905689d0b9ba,ensemble_weighted,0.9875886524822695,levenshtein,google-trends-2017
4db29da5fb877fdbdae4ee906f5498e8122044cc317a17987c8f7c82012a287b,ensemble_weighted,0.9802661771454796,levenshtein,google-trends-2017
4e48a6905615fb8f5fc96f33f0454e43a79d2b8699723ed99b4a65fda3fc0769,ensemble_weighted,0.0802139037433155,levenshtein,google-trends-2017
4eec44be1040055167e96ffb4025dbe27c049f1bf17143d4a0f9dd0d8af553f2,ensemble_weighted,0.8295549958018472,levenshtein,google-trends-2017
5496ef9ccc649d369f1d829f791884b3e29c8f0c19a7b921a3d3efd4c3b28015,ensemble_weighted,0.823699421965318,levenshtein,google-trends-2017
598af5f40caa1f9d7957d585d9b8ff947479e218af7c5e05c13b7a5086f417d0,ensemble_weighted,0.8578512396694215,levenshtein,google-trends-2017
5c5807e1c55a88ad26bdfa3421b7634cb15a41bd9607837a612e5a47cb9e5a78,ensemble_weighted,0.7878220140515222,levenshtein,google-trends-2017
5cd421d8667cf17bf1c788adc176e5add4d8d578057d61685302e24d24227e64,ensemble_weighted,0.9747784594410361,levenshtein,google-trends-2017
6107bfea2871a572ed05469b2269de697043c5b0d27a6ef1f96eed23114a9de3,ensemble_weighted,0.9387755102040817,levenshtein,google-trends-2017
61f3c2b35f355bec0b198436f1c4aff4b45c7616c49f1af55cf0d46660b64910,ensemble_weighted,0.0,levenshtein,google-trends-2017
62762aab77aa51c799628c4e23147e697993ced289d75192a2d89e40c607ce0c,ensemble_weighted,0.7669524551831645,levenshtein,google-trends-2017
62a32934c42ece927bb4e21e261f3bb93a9c56523b2aab4d61512bbf9f81d012,ensemble_weighted,0.9539473684210527,levenshtein,google-trends-2017
6390434606c2c7826d48b6fe7d12951931d6e4ed41071a6657c80b65724bfa8f,ensemble_weighted,0.9530201342281879,levenshtein,google-trends-2017
6a51d08d13d73760eb84da3653f132f523a2fac21fadccc4ff9f4dcfd4f81640,ensemble_weighted,0.9405267629566695,levenshtein,google-trends-2017
6c0238ccf686c43b68edd010dfd480f959d6108b5b17b023d0c0dc811d1e3c93,ensemble_weighted,0.8822429906542056,levenshtein,google-trends-2017
6ffb9171b7dca08c6373bb08a0a224b2b0023e5d5863807b9b3b6617c341c005,ensemble_weighted,0.8699360341151385,levenshtein,google-trends-2017
700394d1c9655d9a742f1512e15d03ca1c9d138a72e42e6d02366a77b3fc6505,ensemble_weighted,0.9682817668807161,levenshtein,google-trends-2017
70398a1b5e2a586b542ca1352476a63d88c686bd368130d39f33155170b974e3,ensemble_weighted,0.9704749679075738,levenshtein,google-trends-2017
71d8d668f65bd7bbc9b1be27fab2d907fd3921873784f2a267f66e40f4bf34e8,ensemble_weighted,0.9476082004555808,levenshtein,google-trends-2017
73269c4106c375f28c71965eebc3d688c4a07823d0f8c7c3870df37cd5a4862d,ensemble_weighted,0.9275929549902153,levenshtein,google-trends-2017
74bcc907f4afee811500475d65e429d96e27b1c5e6ec576d8aa387635437e8f3,ensemble_weighted,0.9523350987000482,levenshtein,google-trends-2017
7698b13029e29c67aedb133518eeac85b3c0743b3bef89ef973fd647556d8598,ensemble_weighted,0.6809421841541756,levenshtein,google-trends-2017
781eb7b38d54477addad2dc59f497548e09bd83c68d81440c88bea67b3150f93,ensemble_weighted,0.33276687780009273,levenshtein,google-trends-2017
7891dd8ff2d2dfed81ac3ac44c3b47e7383c7b46180a2831df11e126192773d7,ensemble_weighted,0.9977324263038548,levenshtein,google-trends-2017
78e9badfff8e14b5609c580f136fb7595e65050175c86e4a1da9a688429bc5f7,ensemble_weighted,0.4630404463040446,levenshtein,google-trends-2017
7cdcf741ec89c26648637fa739f986ca24b9173c4fca9747e897b90ab1e90b42,ensemble_weighted,0.9758064516129032,levenshtein,google-trends-2017
7d72401263d00164dd04da1e9f204ea1573a84fbdf7d9d5b4faa887ed6731fbf,ensemble_weighted,0.7813953488372093,levenshtein,google-trends-2017
7d8c2b4648418bb902dc0f6000f16495dcad2741f3365703db1b1d9a974aef33,ensemble_weighted,0.905123339658444,levenshtein,google-trends-2017
7e71430b412f1fbb3be95281ddf8746d1ae3a16712219f97b94164dcc374164b,ensemble_weighted,0.9542268041237113,levenshtein,google-trends-2017
7f9ae0ff04dc6df1042e8401f60608db1eab03edaec1e79bc2d897fe52fdc13f,ensemble_weighted,0.9913187267465895,levenshtein,google-trends-2017
821c94d0c6a2b854a0481e549fddb606483d93355320ca3e67ab90e6f69d2294,ensemble_weighted,0.9154362416107382,levenshtein,google-trends-2017
88f6503964443bdc01b0eff55b4fe319ce8b529b12d4fd047659f5da625b05b9,ensemble_weighted,0.28828828828828834,levenshtein,google-trends-2017
8a38e4d82493421e86f1c3599bc693d31eeeebadeef1485aafe6f6252a29a899,ensemble_weighted,0.9438596491228071,levenshtein,google-trends-2017
8b6b215f1fb81294d525992c9bea369a6b258acf4d0490862c509e31bbdd3f27,ensemble_weighted,0.9119638826185101,levenshtein,google-trends-2017
8bcc2655ab3fe5d445c2ab009760d279add31305d2846eaaee608b949a930185,ensemble_weighted,0.9224489795918367,levenshtein,google-trends-2017
8e77dd1f9ae902a4994b17791b8ff8d643542fa5cc525c92d89afd832f97d1af,ensemble_weighted,0.001498127340823996,levenshtein,google-trends-2017
903e793975ee54a1f6e285baefc02e4e856bc1e9bfb8ca9cfe8711c10ce6d20f,ensemble_weighted,0.9395577395577396,levenshtein,google-trends-2017
907e00a9b84a10d4ad0b265b2fd0977692dd37aeb4a117473f2d39bacbe0322f,ensemble_weighted,0.9516509433962264,levenshtein,google-trends-2017
93f673bc6acbcdd0e41e9f1d6e04384d4cff3a8a771780806d5c529f8a0366ed,ensemble_weighted,0.8538398018166804,levenshtein,google-trends-2017
96e0ff7fd638d9683ff5a9059dd206d837d132a330a448becde49cfd68862563,ensemble_weighted,0.9360518999073216,levenshtein,google-trends-2017
975e7f80812aec748ff96dca4a4d4d5826fbf4b4678bfbec189561533364f1c9,ensemble_weighted,0.0491400491400491,levenshtein,google-trends-2017
978258a3bc9afce92931770e22eae152e9272851e2bbe6cc88051eb4a852dd13,ensemble_weighted,0.5739130434782609,levenshtein,google-trends-2017
989c2633e1de2371ace6232b8dda6e2574bf872e33e1f150567427219b8987d1,ensemble_weighted,0.0,levenshtein,google-trends-2017
